,filename,is_nodule,is_generated,x,y,w,h,area
27,1.3.6.1.4.1.14519.5.2.1.6279.6001.110678335949765929063942738609_410.png,1,0,174.0,286.0,26.0,26.0,676.0
28,1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987_187.png,1,0,423.5,347.5,7.0,7.0,49.0
29,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_144.png,1,0,104.5,353.5,9.0,9.0,81.0
30,1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028_229.png,1,0,159.0,303.0,16.0,16.0,256.0
31,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_133.png,1,0,285.5,387.5,9.0,9.0,81.0
32,1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962_80.png,1,0,422.5,298.5,9.0,9.0,81.0
33,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_113.png,1,0,184.0,184.0,22.0,22.0,484.0
34,1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800_114.png,1,0,314.0,308.0,40.0,40.0,1600.0
35,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_57.png,1,0,227.0,301.0,8.0,8.0,64.0
36,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_64.png,1,0,87.0,225.0,6.0,6.0,36.0
37,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_69.png,1,0,387.0,281.0,12.0,12.0,144.0
38,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_82.png,1,0,126.0,229.0,8.0,8.0,64.0
39,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_86.png,1,0,339.0,306.0,6.0,6.0,36.0
40,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_88.png,1,0,177.0,317.0,8.0,8.0,64.0
41,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_90.png,1,0,353.0,266.0,8.0,8.0,64.0
42,1.3.6.1.4.1.14519.5.2.1.6279.6001.112767175295249119452142211437_91.png,1,0,315.5,323.5,9.0,9.0,81.0
43,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_154.png,1,0,150.0,267.0,10.0,10.0,100.0
44,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_182.png,1,0,397.0,309.0,8.0,8.0,64.0
45,1.3.6.1.4.1.14519.5.2.1.6279.6001.113679818447732724990336702075_74.png,1,0,385.0,368.0,10.0,10.0,100.0
46,1.3.6.1.4.1.14519.5.2.1.6279.6001.114195693932194925962391697338_133.png,1,0,415.5,333.5,9.0,9.0,81.0
47,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_134.png,1,0,105.0,208.0,12.0,12.0,144.0
48,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_198.png,1,0,420.5,243.5,9.0,9.0,81.0
49,1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343_229.png,1,0,394.5,261.5,11.0,11.0,121.0
50,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_109.png,1,0,154.0,217.0,10.0,10.0,100.0
51,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_169.png,1,0,377.0,323.0,8.0,8.0,64.0
52,1.3.6.1.4.1.14519.5.2.1.6279.6001.114249388265341701207347458535_193.png,1,0,202.0,339.0,8.0,8.0,64.0
53,1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_381.png,1,0,136.5,293.5,9.0,9.0,81.0
54,1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935_404.png,1,0,200.5,233.5,13.0,13.0,169.0
55,1.3.6.1.4.1.14519.5.2.1.6279.6001.115386642382564804180764325545_187.png,1,0,383.0,323.0,20.0,20.0,400.0
56,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_119.png,1,0,335.0,346.0,14.0,14.0,196.0
57,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_133.png,1,0,131.0,394.0,6.0,6.0,36.0
58,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_58.png,1,0,232.0,347.0,6.0,6.0,36.0
59,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_63.png,1,0,125.0,381.0,6.0,6.0,36.0
60,1.3.6.1.4.1.14519.5.2.1.6279.6001.117040183261056772902616195387_75.png,1,0,375.5,395.5,11.0,11.0,121.0
61,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_46.png,1,0,173.5,389.5,15.0,15.0,225.0
62,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_63.png,1,0,30.0,276.0,14.0,14.0,196.0
63,1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026_91.png,1,0,65.5,295.5,9.0,9.0,81.0
64,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948_198.png,1,0,196.5,148.5,11.0,11.0,121.0
65,1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948_272.png,1,0,135.0,146.0,10.0,10.0,100.0
66,1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576_53.png,1,0,19.0,253.0,26.0,26.0,676.0
67,1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911_177.png,1,0,409.0,298.0,8.0,8.0,64.0
68,1.3.6.1.4.1.14519.5.2.1.6279.6001.119806527488108718706404165837_180.png,1,0,124.5,136.5,9.0,9.0,81.0
69,1.3.6.1.4.1.14519.5.2.1.6279.6001.121108220866971173712229588402_186.png,1,0,89.5,171.5,9.0,9.0,81.0
70,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391_155.png,1,0,297.5,153.5,31.0,31.0,961.0
71,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637_142.png,1,0,84.5,307.5,9.0,9.0,81.0
72,1.3.6.1.4.1.14519.5.2.1.6279.6001.121824995088859376862458155637_153.png,1,0,353.0,350.0,8.0,8.0,64.0
73,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_48.png,1,0,115.0,307.0,22.0,22.0,484.0
74,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286_58.png,1,0,174.5,305.5,21.0,21.0,441.0
75,1.3.6.1.4.1.14519.5.2.1.6279.6001.122621219961396951727742490470_66.png,1,0,155.0,246.0,20.0,20.0,400.0
76,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_34.png,1,0,78.0,341.0,10.0,10.0,100.0
77,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_37.png,1,0,143.5,231.5,7.0,7.0,49.0
78,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_38.png,1,0,78.5,335.5,7.0,7.0,49.0
79,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_40.png,1,0,425.0,326.0,8.0,8.0,64.0
80,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_42.png,1,0,74.0,215.0,10.0,10.0,100.0
81,1.3.6.1.4.1.14519.5.2.1.6279.6001.122914038048856168343065566972_48.png,1,0,371.5,361.5,9.0,9.0,81.0
82,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476_48.png,1,0,90.5,151.5,7.0,7.0,49.0
83,1.3.6.1.4.1.14519.5.2.1.6279.6001.123654356399290048011621921476_73.png,1,0,344.5,295.5,7.0,7.0,49.0
84,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930_172.png,1,0,-395.0,-240.0,32.0,32.0,1024.0
85,1.3.6.1.4.1.14519.5.2.1.6279.6001.124154461048929153767743874565_41.png,1,0,452.5,224.5,9.0,9.0,81.0
86,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_113.png,1,0,339.0,306.0,18.0,18.0,324.0
87,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_113.png,1,0,181.0,352.0,8.0,8.0,64.0
88,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568_89.png,1,0,149.5,350.5,11.0,11.0,121.0
89,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_256.png,1,0,174.5,427.5,9.0,9.0,81.0
90,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_259.png,1,0,374.5,421.5,7.0,7.0,49.0
91,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_304.png,1,0,166.0,427.0,8.0,8.0,64.0
92,1.3.6.1.4.1.14519.5.2.1.6279.6001.124822907934319930841506266464_420.png,1,0,381.0,178.0,8.0,8.0,64.0
93,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_151.png,1,0,416.0,347.0,6.0,6.0,36.0
94,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_189.png,1,0,400.0,291.0,6.0,6.0,36.0
95,1.3.6.1.4.1.14519.5.2.1.6279.6001.125124219978170516876304987559_273.png,1,0,155.5,291.5,15.0,15.0,225.0
96,1.3.6.1.4.1.14519.5.2.1.6279.6001.126264578931778258890371755354_525.png,1,0,360.0,258.0,12.0,12.0,144.0
97,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084_229.png,1,0,146.5,297.5,23.0,23.0,529.0
98,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084_84.png,1,0,342.5,226.5,11.0,11.0,121.0
99,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953_112.png,1,0,429.5,248.5,9.0,9.0,81.0
100,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629_111.png,1,0,-112.5,-266.5,15.0,15.0,225.0
101,1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912_101.png,1,0,315.5,374.5,15.0,15.0,225.0
102,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_42.png,1,0,371.5,274.5,9.0,9.0,81.0
103,1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224_96.png,1,0,345.5,215.5,11.0,11.0,121.0
104,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_83.png,1,0,131.0,296.0,16.0,16.0,256.0
105,1.3.6.1.4.1.14519.5.2.1.6279.6001.128881800399702510818644205032_83.png,1,0,158.5,332.5,17.0,17.0,289.0
106,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_77.png,1,0,122.5,393.5,9.0,9.0,81.0
107,1.3.6.1.4.1.14519.5.2.1.6279.6001.129007566048223160327836686225_80.png,1,0,307.0,402.0,10.0,10.0,100.0
108,1.3.6.1.4.1.14519.5.2.1.6279.6001.129055977637338639741695800950_370.png,1,0,111.0,348.0,12.0,12.0,144.0
109,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_142.png,1,0,388.5,271.5,7.0,7.0,49.0
110,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_159.png,1,0,219.0,310.0,6.0,6.0,36.0
111,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_67.png,1,0,130.0,333.0,6.0,6.0,36.0
112,1.3.6.1.4.1.14519.5.2.1.6279.6001.129982010889624423230394257528_94.png,1,0,201.0,219.0,6.0,6.0,36.0
113,1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972_119.png,1,0,108.0,165.0,10.0,10.0,100.0
114,1.3.6.1.4.1.14519.5.2.1.6279.6001.130438550890816550994739120843_223.png,1,0,384.5,265.5,9.0,9.0,81.0
115,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881_38.png,1,0,73.5,261.5,9.0,9.0,81.0
116,1.3.6.1.4.1.14519.5.2.1.6279.6001.130765375502800983459674173881_42.png,1,0,421.5,269.5,9.0,9.0,81.0
117,1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249_40.png,1,0,161.0,362.0,14.0,14.0,196.0
118,1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249_83.png,1,0,115.0,362.0,20.0,20.0,400.0
119,1.3.6.1.4.1.14519.5.2.1.6279.6001.132817748896065918417924920957_84.png,1,0,365.5,350.5,11.0,11.0,121.0
120,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_136.png,1,0,169.5,352.5,19.0,19.0,361.0
121,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209_40.png,1,0,203.0,316.0,16.0,16.0,256.0
122,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366_171.png,1,0,157.5,299.5,17.0,17.0,289.0
123,1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366_77.png,1,0,168.0,379.0,8.0,8.0,64.0
124,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633_110.png,1,0,101.0,186.0,16.0,16.0,256.0
125,1.3.6.1.4.1.14519.5.2.1.6279.6001.134519406153127654901640638633_231.png,1,0,211.0,303.0,10.0,10.0,100.0
126,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441_101.png,1,0,174.5,202.5,9.0,9.0,81.0
127,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441_153.png,1,0,190.0,316.0,10.0,10.0,100.0
128,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441_161.png,1,0,170.5,268.5,11.0,11.0,121.0
129,1.3.6.1.4.1.14519.5.2.1.6279.6001.134996872583497382954024478441_59.png,1,0,389.0,222.0,8.0,8.0,64.0
130,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629_120.png,1,0,90.5,257.5,25.0,25.0,625.0
131,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628_89.png,1,0,181.5,404.5,9.0,9.0,81.0
132,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097_90.png,1,0,101.0,337.0,24.0,24.0,576.0
133,1.3.6.1.4.1.14519.5.2.1.6279.6001.137763212752154081977261297097_92.png,1,0,74.0,300.0,16.0,16.0,256.0
134,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668_193.png,1,0,404.0,182.0,30.0,30.0,900.0
135,1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668_207.png,1,0,357.5,225.5,17.0,17.0,289.0
136,1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686_125.png,1,0,53.5,312.5,11.0,11.0,121.0
137,1.3.6.1.4.1.14519.5.2.1.6279.6001.138813197521718693188313387015_48.png,1,0,310.0,326.0,22.0,22.0,484.0
138,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_113.png,1,0,146.0,314.0,18.0,18.0,324.0
139,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_96.png,1,0,411.0,118.0,8.0,8.0,64.0
140,1.3.6.1.4.1.14519.5.2.1.6279.6001.138904664700896606480369521124_98.png,1,0,107.0,217.0,10.0,10.0,100.0
141,1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411_286.png,1,0,87.5,195.5,17.0,17.0,289.0
142,1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962_173.png,1,0,420.0,359.0,20.0,20.0,400.0
143,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_104.png,1,0,150.5,309.5,15.0,15.0,225.0
144,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_29.png,1,0,104.0,325.0,12.0,12.0,144.0
145,1.3.6.1.4.1.14519.5.2.1.6279.6001.140253591510022414496468423138_59.png,1,0,396.0,184.0,8.0,8.0,64.0
146,1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762_185.png,1,0,106.5,357.5,11.0,11.0,121.0
147,1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415_92.png,1,0,125.5,272.5,17.0,17.0,289.0
148,1.3.6.1.4.1.14519.5.2.1.6279.6001.141345499716190654505508410197_124.png,1,0,163.0,357.0,10.0,10.0,100.0
149,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227_108.png,1,0,396.0,155.0,8.0,8.0,64.0
150,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227_84.png,1,0,53.5,215.5,7.0,7.0,49.0
151,1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227_89.png,1,0,463.5,235.5,9.0,9.0,81.0
152,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_298.png,1,0,302.5,387.5,7.0,7.0,49.0
153,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_379.png,1,0,381.0,180.0,28.0,28.0,784.0
154,1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384_409.png,1,0,158.5,145.5,11.0,11.0,121.0
155,1.3.6.1.4.1.14519.5.2.1.6279.6001.142154819868944114554521645782_375.png,1,0,325.0,206.0,14.0,14.0,196.0
156,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_195.png,1,0,108.5,114.5,9.0,9.0,81.0
157,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191_95.png,1,0,321.0,336.0,8.0,8.0,64.0
158,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636_170.png,1,0,422.0,312.0,10.0,10.0,100.0
159,1.3.6.1.4.1.14519.5.2.1.6279.6001.143622857676008763729469324839_302.png,1,0,134.0,266.0,26.0,26.0,676.0
160,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053_140.png,1,0,-131.0,-292.0,8.0,8.0,64.0
161,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053_50.png,1,0,-105.0,-189.0,26.0,26.0,676.0
162,1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397_37.png,1,0,145.0,254.0,12.0,12.0,144.0
163,1.3.6.1.4.1.14519.5.2.1.6279.6001.146987333806092287055399155268_49.png,1,0,351.5,212.5,31.0,31.0,961.0
164,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_293.png,1,0,210.5,348.5,9.0,9.0,81.0
165,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421_416.png,1,0,355.5,263.5,11.0,11.0,121.0
166,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_146.png,1,0,139.0,211.0,8.0,8.0,64.0
167,1.3.6.1.4.1.14519.5.2.1.6279.6001.147325126373007278009743173696_209.png,1,0,219.0,344.0,8.0,8.0,64.0
168,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766_142.png,1,0,484.0,275.0,10.0,10.0,100.0
169,1.3.6.1.4.1.14519.5.2.1.6279.6001.148229375703208214308676934766_357.png,1,0,368.5,248.5,9.0,9.0,81.0
170,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_144.png,1,0,-351.0,-224.0,34.0,34.0,1156.0
171,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_158.png,1,0,-382.5,-295.5,13.0,13.0,169.0
172,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_169.png,1,0,-354.0,-218.0,8.0,8.0,64.0
173,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_76.png,1,0,-389.5,-260.5,7.0,7.0,49.0
174,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_89.png,1,0,-169.0,-170.0,8.0,8.0,64.0
175,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689_98.png,1,0,-317.0,-209.0,6.0,6.0,36.0
176,1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139_28.png,1,0,349.5,352.5,23.0,23.0,529.0
177,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056_75.png,1,0,133.5,158.5,11.0,11.0,121.0
178,1.3.6.1.4.1.14519.5.2.1.6279.6001.149893110752986700464921264055_307.png,1,0,117.0,275.0,28.0,28.0,784.0
179,1.3.6.1.4.1.14519.5.2.1.6279.6001.150097650621090951325113116280_80.png,1,0,305.5,261.5,9.0,9.0,81.0
180,1.3.6.1.4.1.14519.5.2.1.6279.6001.150684298696437181894923266019_94.png,1,0,118.5,208.5,9.0,9.0,81.0
181,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_151.png,1,0,386.0,283.0,8.0,8.0,64.0
182,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_185.png,1,0,136.5,176.5,11.0,11.0,121.0
183,1.3.6.1.4.1.14519.5.2.1.6279.6001.151764021165118974848436095034_42.png,1,0,455.5,295.5,7.0,7.0,49.0
184,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_108.png,1,0,136.0,278.0,10.0,10.0,100.0
185,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_129.png,1,0,329.0,264.0,24.0,24.0,576.0
186,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_74.png,1,0,427.0,170.0,22.0,22.0,484.0
187,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_81.png,1,0,415.5,230.5,17.0,17.0,289.0
188,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630_96.png,1,0,373.0,188.0,12.0,12.0,144.0
189,1.3.6.1.4.1.14519.5.2.1.6279.6001.153646219551578201092527860224_61.png,1,0,140.5,147.5,9.0,9.0,81.0
190,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_112.png,1,0,156.5,333.5,21.0,21.0,441.0
191,1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819_95.png,1,0,375.5,270.5,9.0,9.0,81.0
192,1.3.6.1.4.1.14519.5.2.1.6279.6001.153985109349433321657655488650_256.png,1,0,162.0,249.0,34.0,34.0,1156.0
193,1.3.6.1.4.1.14519.5.2.1.6279.6001.154677396354641150280013275227_159.png,1,0,174.0,233.0,20.0,20.0,400.0
194,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_103.png,1,0,77.5,340.5,7.0,7.0,49.0
195,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_108.png,1,0,75.0,203.0,8.0,8.0,64.0
196,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280_113.png,1,0,129.5,391.5,7.0,7.0,49.0
197,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_102.png,1,0,411.0,352.0,8.0,8.0,64.0
198,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_113.png,1,0,152.0,157.0,8.0,8.0,64.0
199,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_124.png,1,0,99.5,374.5,7.0,7.0,49.0
200,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_135.png,1,0,136.5,304.5,11.0,11.0,121.0
201,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_71.png,1,0,428.0,342.0,8.0,8.0,64.0
202,1.3.6.1.4.1.14519.5.2.1.6279.6001.154837327827713479309898027966_88.png,1,0,416.5,173.5,9.0,9.0,81.0
203,1.3.6.1.4.1.14519.5.2.1.6279.6001.156016499715048493339281864474_161.png,1,0,83.0,214.0,10.0,10.0,100.0
